503292,09,0044,0725,412,399,387,376,366,360,353,348,346,349,348,346,348,363,361,376,376,389,400,405,419,440,454,479,508,528,558,605,647,697,756,834,915,954,939,930,921,920,917,919,913,916,927,937,953,967,989,1007,1030,1067,1098,1140,1181,1243,1312,1388,1500,1610,2536,1689,1703,2448,2432,2399,2384,2365,2360,2357,2362,2368,2385,2408,2446,2414,2115,2075
504301,09,0044,0725,417,397,392,386,363,360,352,351,343,350,346,350,353,353,362,376,376,384,405,408,420,444,462,480,505,525,568,604,642,703,765,846,899,881,875,865,855,851,850,847,849,858,861,871,887,900,922,944,958,996,1022,1066,1106,1158,1222,1289,1401,1501,1596,1910,1671,2420,2429,2397,2377,2363,2354,2353,2358,2372,2395,2410,2437,2480,2240,2105
505310,09,0044,0725,421,400,396,379,360,358,355,346,344,342,341,341,342,359,359,370,378,386,387,405,418,438,448,480,493,527,554,592,633,689,747,819,811,789,786,775,767,766,761,763,764,772,773,779,790,808,825,845,868,892,918,955,994,1041,1089,1164,1227,1330,1432,1550,1841,1642,2333,2400,2379,2368,2359,2355,2358,2368,2387,2405,2434,2475,2518,2280
506319,09,0044,0725,417,409,386,382,368,361,352,351,345,343,348,348,339,355,361,367,376,385,396,404,413,434,452,473,496,527,553,591,630,681,737,751,735,728,723,706,701,694,694,698,695,698,703,714,725,741,747,772,791,813,840,871,911,949,1001,1052,1116,1200,1303,1429,2412,1720,1620,2405,2383,2370,2362,2360,2359,2366,2392,2401,2429,2473,2515,2453
507328,09,0044,0725,419,402,392,380,366,348,353,349,348,348,346,342,349,350,356,361,371,380,391,401,414,436,451,470,492,517,552,594,633,682,715,697,677,663,658,649,638,638,634,632,635,644,649,651,663,676,687,705,724,748,770,800,834,875,924,974,1029,1105,1190,1317,1474,1929,1609,1609,2379,2366,2361,2359,2361,2368,2383,2402,2438,2474,2521,2578
508336,09,0044,0725,419,406,384,382,368,357,352,351,345,343,341,341,344,353,358,363,369,388,390,400,413,435,454,469,491,517,554,595,635,682,668,645,630,627,615,601,601,604,596,589,596,603,612,613,627,639,651,676,685,703,733,759,797,831,876,927,978,1046,1142,1235,1397,2065,1681,1596,2383,2367,2359,2358,2363,2366,2384,2406,2436,2477,2523,2578
509345,09,0044,0725,417,400,385,380,369,355,354,351,342,341,339,344,343,353,355,360,370,380,389,406,419,430,454,472,500,517,560,589,639,664,651,634,619,611,598,593,587,582,580,576,580,587,593,599,608,619,625,643,667,693,711,738,773,806,850,898,957,1032,1111,1210,1354,1480,1727,1592,2384,2369,2358,2357,2360,2368,2387,2402,2430,2473,2517,2599
510354,09,0044,0725,414,402,381,381,366,362,350,355,345,341,341,346,345,343,359,364,370,380,395,404,417,432,453,477,497,522,550,588,625,650,631,614,598,588,581,574,570,562,556,558,565,566,577,583,595,602,615,631,647,672,695,721,756,789,817,875,939,1000,1080,1176,1312,1475,1780,1585,1591,2371,2362,2362,2364,2366,2385,2410,2438,2478,2518,2580
511363,09,0044,0725,417,396,387,376,372,360,351,354,343,342,348,341,345,351,360,366,377,388,395,402,417,436,451,475,501,516,558,585,636,651,632,621,602,584,576,572,567,562,561,560,561,569,570,579,595,604,611,632,648,670,688,723,756,782,826,870,934,998,1075,1176,1310,1468,1768,1592,1594,2369,2362,2354,2362,2366,2385,2409,2427,2471,2517,2583
512372,09,0044,0725,413,402,388,379,360,357,351,350,344,344,341,343,343,352,359,367,373,381,397,399,418,435,452,475,501,521,554,584,638,646,623,618,602,587,575,566,568,564,554,561,559,562,577,582,589,602,616,629,655,678,695,717,752,794,824,868,930,997,1080,1178,1307,1468,1763,1587,1590,2361,2359,2358,2360,2369,2390,2400,2439,2475,2515,2585
